,topy,boty,topx,botx,height,width
5702,56,67,186,194,11,8
5703,45,54,252,258,9,6
5704,183,233,292,329,50,37
5705,213,238,207,225,25,18
5706,200,237,173,202,37,29
5707,210,237,160,180,27,20
5708,171,225,130,170,54,40
5709,179,227,121,156,48,35
5710,195,234,116,144,39,28
5711,190,230,97,127,40,30
5712,229,239,93,100,10,7
5713,52,62,253,261,10,8
5714,98,119,96,112,21,16
5715,94,125,81,104,31,23
5716,79,105,152,172,26,20
5717,83,98,168,179,15,11
5718,105,126,174,190,21,16
5719,110,144,270,296,34,26
5720,95,122,308,327,27,19
5721,82,99,183,195,17,12
5722,112,134,325,342,22,17
5723,128,162,309,334,34,25
5724,95,115,260,275,20,15
5725,78,94,260,272,16,12
5726,75,96,276,292,21,16
5727,117,147,2,24,30,22
5728,95,116,30,46,21,16
5729,101,124,35,52,23,17
5730,96,125,40,62,29,22
5731,86,115,66,88,29,22
5732,80,95,98,109,15,11
5733,78,104,80,100,26,20
5734,60,69,166,173,9,7
5735,58,68,171,179,10,8
5736,49,63,189,199,14,10
5737,101,134,65,90,33,25
5738,58,83,219,237,25,18
5739,85,110,287,306,25,19
5740,69,90,20,36,21,16
5741,35,44,220,227,9,7
5742,88,110,213,229,22,16
5743,84,98,272,282,14,10
5744,85,104,285,300,19,15
5745,80,101,292,308,21,16
5746,83,100,300,312,17,12
5747,89,111,308,324,22,16
5748,90,115,317,335,25,18
5749,93,107,36,47,14,11
5750,95,116,47,63,21,16
5751,90,110,91,106,20,15
5752,115,137,36,52,22,16
5753,112,136,296,314,24,18
5754,68,89,252,268,21,16
5755,102,130,9,31,28,22
5756,53,65,153,162,12,9
5757,52,64,157,166,12,9
5758,93,120,290,311,27,21
5759,97,117,286,302,20,16
5760,100,125,275,294,25,19
5761,109,132,14,31,23,17
5762,109,134,26,45,25,19
5763,93,115,33,50,22,17
5764,93,112,43,57,19,14
5765,93,115,63,80,22,17
5766,85,104,79,93,19,14
5767,79,93,72,83,14,11
5768,79,95,92,104,16,12
5769,78,98,100,116,20,16
5770,73,90,249,262,17,13
5771,150,185,272,299,35,27
5772,144,170,208,227,26,19
5773,144,166,122,139,22,17
5774,140,171,43,66,31,23
5775,144,171,34,53,27,19
5776,149,169,22,37,20,15
5777,142,170,20,40,28,20
5778,141,161,14,29,20,15
5779,128,146,39,52,18,13
5780,97,107,224,231,10,7
5781,117,132,322,333,15,11
5782,117,135,309,322,18,13
5783,98,112,211,221,14,10
5784,100,115,143,154,15,11
5785,117,163,141,176,46,35
5786,73,113,171,201,40,30
5787,108,151,325,358,43,33
5788,83,114,310,333,31,23
5789,79,107,320,342,28,22
5790,76,106,266,288,30,22
5791,77,108,255,278,31,23
5792,80,109,233,255,29,22
5793,66,95,243,265,29,22
5794,63,88,236,254,25,18
5795,61,89,221,242,28,21
5796,47,63,176,188,16,12
5797,68,88,288,303,20,15
5798,69,94,293,311,25,18
5799,51,66,295,306,15,11
5800,49,67,284,298,18,14
5801,100,124,155,173,24,18
5802,95,117,150,167,22,17
5803,78,99,181,197,21,16
5804,96,146,111,149,50,38
5805,80,110,173,195,30,22
5806,60,86,25,45,26,20
5807,60,83,22,40,23,18
5808,57,89,0,24,32,24
5809,63,89,-1,18,26,19
5810,32,56,50,68,24,18
5811,177,201,3,21,24,18
5812,155,176,19,34,21,15
5813,155,176,26,42,21,16
5814,155,177,32,48,22,16
5815,142,156,33,43,14,10
5816,142,169,22,42,27,20
5817,139,164,55,74,25,19
5818,133,168,71,98,35,27
5819,110,122,121,130,12,9
5820,98,110,172,181,12,9
5821,107,143,306,333,36,27
5822,128,166,198,227,38,29
5823,156,198,45,76,42,31
5824,80,107,167,187,27,20
5825,155,170,32,43,15,11
5826,144,161,29,41,17,12
5827,171,194,8,26,23,18
5828,87,117,289,312,30,23
5829,66,85,229,244,19,15
5830,129,162,13,38,33,25
5831,98,142,293,325,44,32
5832,83,128,324,358,45,34
5833,54,76,196,213,22,17
5834,54,77,223,241,23,18
5835,92,116,306,324,24,18
5836,86,112,151,170,26,19
5837,99,120,29,44,21,15
5838,112,135,3,20,23,17
5839,70,86,159,172,16,13
5840,69,84,186,197,15,11
5841,82,96,314,324,14,10
5842,78,92,268,278,14,10
5843,90,107,335,348,17,13
5844,85,105,326,341,20,15
5845,106,126,10,25,20,15
5846,95,112,51,64,17,13
5847,88,102,103,113,14,10
5848,113,137,34,52,24,18
5849,222,237,88,100,15,12
5850,159,179,23,38,20,15
5851,172,192,1,15,20,14
5852,112,142,16,39,30,23
5853,116,145,6,27,29,21
5854,79,103,159,177,24,18
5855,83,107,263,281,24,18
5856,86,108,275,292,22,17
5857,83,103,291,307,20,16
5858,161,212,219,257,51,38
5859,171,219,245,282,48,37
5860,200,235,284,311,35,27
5861,193,233,310,340,40,30
5862,100,133,293,318,33,25
5863,101,134,282,307,33,25
5864,100,130,200,222,30,22
5865,92,120,147,168,28,21
5866,88,122,162,188,34,26
5867,88,141,174,213,53,39
5868,87,114,258,279,27,21
5869,89,107,243,257,18,14
5870,88,107,232,247,19,15
5871,89,107,223,236,18,13
5872,85,106,206,222,21,16
5873,86,102,196,208,16,12
5874,93,116,170,187,23,17
5875,86,110,155,173,24,18
5876,93,111,111,125,18,14
5877,89,110,100,116,21,16
5878,102,130,53,74,28,21
5879,102,128,43,63,26,20
5880,123,155,304,328,32,24
5881,115,153,312,340,38,28
5882,118,147,335,357,29,22
5883,91,117,260,279,26,19
5884,61,76,256,267,15,11
5885,64,76,253,262,12,9
5886,77,98,249,265,21,16
5887,76,94,262,276,18,14
5888,75,117,274,305,42,31
5889,125,156,52,76,31,24
5890,124,153,44,66,29,22
5891,130,161,11,35,31,24
5892,85,100,268,279,15,11
5893,88,101,313,323,13,10
5894,113,137,205,223,24,18
5895,100,143,278,310,43,32
5896,98,133,260,286,35,26
5897,90,139,329,365,49,36
5898,27,44,233,246,17,13
5899,56,81,67,86,25,19
5900,67,85,63,76,18,13
5901,53,73,20,36,20,16
5902,56,75,16,31,19,15
5903,47,73,5,24,26,19
5904,74,100,2,21,26,19
5905,142,169,172,192,27,20
5906,139,171,159,183,32,24
5907,145,173,75,96,28,21
5908,93,103,247,255,10,8
5909,86,93,247,253,7,6
5910,144,179,313,339,35,26
5911,150,189,186,216,39,30
5912,145,179,176,201,34,25
5913,134,175,162,193,41,31
5914,120,145,181,200,25,19
5915,87,106,180,195,19,15
5916,92,107,172,183,15,11
5917,95,112,167,180,17,13
5918,77,92,186,197,15,11
5919,78,95,192,205,17,13
5920,146,201,310,351,55,41
5921,159,210,326,365,51,39
5922,85,105,93,107,20,14
5923,82,104,113,130,22,17
5924,58,76,156,169,18,13
5925,83,112,285,307,29,22
5926,81,106,273,292,25,19
5927,90,113,269,286,23,17
5928,69,120,238,275,51,37
5929,96,125,287,309,29,22
5930,80,103,274,291,23,17
5931,84,115,245,269,31,24
5932,74,95,209,225,21,16
5933,95,126,30,54,31,24
5934,84,102,15,28,18,13
5935,88,113,1,19,25,18
5936,98,119,59,75,21,16
5937,92,115,68,85,23,17
5938,81,100,78,92,19,14
5939,82,109,91,111,27,20
5940,132,170,334,362,38,28
5941,147,178,36,58,31,22
5942,145,177,9,33,32,24
5943,112,133,317,332,21,15
5944,69,95,297,316,26,19
5945,71,99,289,309,28,20
5946,81,116,316,342,35,26
5947,80,119,325,354,39,29
5948,69,89,323,338,20,15
5949,44,54,69,76,10,7
5950,85,109,95,113,24,18
5951,90,112,58,74,22,16
5952,82,99,24,36,17,12
5953,82,104,125,141,22,16
5954,56,71,165,175,15,10
5955,58,68,154,161,10,7
5956,86,112,280,300,26,20
5957,57,83,250,270,26,20
5958,78,101,2,19,23,17
5959,64,80,55,67,16,12
5960,51,66,116,127,15,11
5961,95,116,282,298,21,16
5962,87,105,278,292,18,14
5963,78,105,288,308,27,20
5964,49,63,267,278,14,11
5965,46,67,274,290,21,16
5966,85,105,144,159,20,15
5967,83,107,124,142,24,18
5968,88,105,95,107,17,12
5969,78,106,63,84,28,21
5970,88,105,62,75,17,13
5971,85,110,50,69,25,19
5972,83,110,323,343,27,20
5973,89,107,307,321,18,14
5974,75,117,273,304,42,31
5975,73,90,255,268,17,13
5976,68,78,116,124,10,8
5977,47,54,166,171,7,5
5978,130,156,80,100,26,20
5979,129,150,94,110,21,16
5980,123,146,95,113,23,18
5981,113,133,232,247,20,15
5982,78,87,254,261,9,7
5983,71,82,220,228,11,8
5984,83,108,270,288,25,18
5985,56,68,193,202,12,9
5986,57,68,136,145,11,9
5987,149,172,282,299,23,17
5988,118,130,258,267,12,9
5989,112,120,258,264,8,6
5990,126,137,186,194,11,8
5991,193,220,32,53,27,21
5992,191,223,19,43,32,24
5993,177,201,47,65,24,18
5994,142,164,-1,17,22,18
5995,132,166,22,47,34,25
5996,132,149,74,86,17,12
5997,140,170,69,91,30,22
5998,122,156,48,74,34,26
5999,122,155,120,145,33,25
6000,115,139,170,188,24,18
6001,120,144,175,194,24,19
6002,122,156,202,227,34,25
6003,83,94,296,304,11,8
6004,90,113,273,290,23,17
6005,85,110,309,328,25,19
6006,95,122,328,349,27,21
6007,202,239,266,294,37,28
6008,194,225,274,297,31,23
6009,216,237,336,352,21,16
6010,90,120,77,100,30,23
6011,65,82,162,175,17,13
6012,55,65,181,188,10,7
6013,54,65,188,197,11,9
6014,49,59,209,216,10,7
6015,87,114,339,359,27,20
6016,51,72,281,297,21,16
6017,51,64,223,233,13,10
6018,113,142,0,22,29,22
6019,79,93,308,318,14,10
6020,78,94,300,311,16,11
6021,80,97,284,297,17,13
6022,75,101,266,285,26,19
6023,78,99,255,271,21,16
6024,108,139,12,35,31,23
6025,85,106,37,53,21,16
6026,104,128,32,50,24,18
6027,73,118,242,276,45,34
6028,67,106,263,292,39,29
6029,77,104,94,114,27,20
6030,81,118,84,112,37,28
6031,72,104,27,51,32,24
6032,68,100,38,62,32,24
6033,44,68,33,51,24,18
6034,90,140,208,245,50,37
6035,95,127,239,263,32,24
6036,89,130,296,327,41,31
6037,99,142,311,343,43,32
6038,92,108,270,282,16,12
6039,91,110,264,278,19,14
6040,80,112,24,47,32,23
6041,88,128,39,69,40,30
6042,82,117,3,30,35,27
6043,54,77,4,22,23,18
6044,42,66,33,51,24,18
6045,88,117,310,332,29,22
6046,80,109,320,341,29,21
6047,151,166,35,47,15,12
6048,150,163,27,36,13,9
6049,129,142,57,67,13,10
6050,139,161,30,46,22,16
6051,145,164,21,35,19,14
6052,128,151,20,37,23,17
6053,126,147,327,343,21,16
6054,117,135,314,328,18,14
6055,110,130,324,339,20,15
6056,99,108,163,170,9,7
6057,95,116,99,115,21,16
6058,100,115,144,156,15,12
6059,99,118,160,174,19,14
6060,98,127,171,193,29,22
6061,85,106,181,197,21,16
6062,95,135,189,220,40,31
6063,99,129,206,229,30,23
6064,110,133,228,245,23,17
6065,99,122,264,281,23,17
6066,102,122,288,303,20,15
6067,103,132,294,316,29,22
6068,71,85,165,176,14,11
6069,94,126,311,335,32,24
6070,98,124,334,354,26,20
6071,110,133,244,261,23,17
6072,97,135,10,39,38,29
6073,47,71,24,42,24,18
6074,95,131,308,334,36,26
6075,87,116,301,323,29,22
6076,77,104,298,318,27,20
6077,73,95,308,324,22,16
6078,83,112,312,334,29,22
6079,79,110,318,341,31,23
6080,31,52,53,69,21,16
6081,32,51,51,65,19,14
6082,22,41,88,102,19,14
6083,22,36,95,106,14,11
6084,84,116,315,339,32,24
6085,100,136,325,352,36,27
6086,48,64,27,40,16,13
6087,48,63,24,36,15,12
6088,46,63,17,29,17,12
6089,49,68,3,18,19,15
6090,26,37,83,92,11,9
6091,179,214,51,77,35,26
6092,178,210,33,57,32,24
6093,174,213,6,35,39,29
6094,213,226,23,33,13,10
6095,73,98,272,291,25,19
6096,66,85,222,237,19,15
6097,65,83,216,230,18,14
6098,63,80,204,216,17,12
6099,61,78,186,199,17,13
6100,56,66,23,30,10,7
6101,109,146,313,341,37,28
6102,52,77,230,249,25,19
6103,85,107,109,125,22,16
6104,88,107,92,106,19,14
6105,109,132,6,23,23,17
6106,54,63,191,197,9,6
6107,55,64,181,187,9,6
6108,160,182,27,43,22,16
6109,151,168,21,34,17,13
6110,88,117,82,103,29,21
6111,83,102,48,62,19,14
6112,105,125,2,18,20,16
6113,85,102,223,235,17,12
6114,151,162,40,47,11,7
6115,142,156,33,44,14,11
6116,153,166,27,37,13,10
6117,186,200,12,24,14,12
6118,188,207,5,19,19,14
6119,176,189,10,20,13,10
6120,72,93,286,301,21,15
6121,69,88,274,288,19,14
6122,186,201,8,20,15,12
6123,109,142,337,362,33,25
6124,36,48,170,179,12,9
6125,43,56,183,193,13,10
6126,43,62,187,202,19,15
6127,103,132,217,239,29,22
6128,80,101,155,171,21,16
6129,88,109,139,154,21,15
6130,94,115,120,135,21,15
6131,94,116,98,115,22,17
6132,98,123,75,94,25,19
6133,93,116,65,82,23,17
6134,95,118,51,68,23,17
6135,96,119,31,48,23,17
6136,101,126,5,24,25,19
6137,84,111,329,349,27,20
6138,78,96,270,284,18,14
6139,54,68,179,189,14,10
6140,56,66,176,183,10,7
6141,53,68,166,177,15,11
6142,49,64,146,157,15,11
6143,105,137,23,47,32,24
6144,215,238,251,268,23,17
6145,46,71,185,203,25,18
6146,52,63,259,267,11,8
6147,52,67,275,286,15,11
6148,187,236,69,106,49,37
6149,189,226,52,79,37,27
6150,105,143,95,123,38,28
6151,85,124,72,100,39,28
6152,58,73,218,229,15,11
6153,51,60,222,229,9,7
6154,66,88,286,303,22,17
6155,61,78,296,308,17,12
6156,62,78,304,316,16,12
6157,56,68,295,304,12,9
6158,49,63,276,288,14,12
6159,73,104,156,179,31,23
6160,79,101,262,279,22,17
6161,65,88,256,273,23,17
6162,44,71,196,216,27,20
6163,45,68,189,207,23,18
6164,48,69,185,201,21,16
6165,31,44,130,139,13,9
6166,83,110,276,296,27,20
6167,85,115,289,312,30,23
6168,213,239,239,259,26,20
6169,149,190,313,344,41,31
6170,122,161,281,310,39,29
6171,195,237,319,350,42,31
6172,183,225,253,284,42,31
6173,166,212,211,245,46,34
6174,160,206,180,215,46,35
6175,195,229,117,142,34,25
6176,206,233,122,142,27,20
6177,117,149,38,62,32,24
6178,121,149,32,53,28,21
6179,55,66,196,204,11,8
6180,54,63,190,197,9,7
6181,160,185,49,68,25,19
6182,166,183,39,52,17,13
6183,143,165,84,101,22,17
6184,152,176,337,355,24,18
6185,116,137,328,344,21,16
6186,113,139,309,329,26,20
6187,144,169,57,76,25,19
6188,144,176,33,58,32,25
6189,132,166,1,26,34,25
6190,138,171,301,325,33,24
6191,132,169,249,278,37,29
6192,119,146,265,286,27,21
6193,115,139,245,263,24,18
6194,95,127,313,337,32,24
6195,88,127,216,245,39,29
6196,68,90,162,179,22,17
6197,60,75,153,164,15,11
6198,83,107,118,135,24,17
6199,88,106,224,238,18,14
6200,97,122,4,23,25,19
6201,95,114,334,349,19,15
6202,90,108,331,344,18,13
6203,73,90,259,271,17,12
6204,81,112,218,241,31,23
6205,82,103,143,159,21,16
6206,85,110,119,137,25,18
6207,88,107,107,122,19,15
6208,87,109,93,109,22,16
6209,85,107,68,84,22,16
6210,88,110,60,76,22,16
6211,90,110,48,63,20,15
6212,85,105,239,254,20,15
6213,88,107,268,283,19,15
6214,86,104,277,291,18,14
6215,88,109,290,306,21,16
6216,108,136,208,229,28,21
6217,106,144,193,222,38,29
6218,89,116,166,186,27,20
6219,73,88,154,165,15,11
6220,90,108,58,72,18,14
6221,93,117,30,49,24,19
6222,86,107,22,37,21,15
6223,93,119,226,245,26,19
6224,88,120,279,303,32,24
6225,77,115,244,273,38,29
6226,100,132,99,123,32,24
6227,95,123,86,107,28,21
6228,96,129,76,101,33,25
6229,105,146,22,52,41,30
6230,107,145,0,29,38,29
6231,40,56,45,57,16,12
6232,32,52,50,64,20,14
6233,39,53,58,69,14,11
6234,34,51,64,77,17,13
6235,58,78,275,290,20,15
6236,123,166,319,351,43,32
6237,112,146,293,319,34,26
6238,102,132,292,315,30,23
6239,83,105,293,310,22,17
6240,69,95,279,299,26,20
6241,51,64,237,247,13,10
6242,37,50,181,191,13,10
6243,180,230,167,204,50,37
6244,195,239,160,194,44,34
6245,63,78,49,60,15,11
6246,65,78,56,65,13,9
6247,59,71,83,91,12,8
6248,61,74,72,82,13,10
6249,47,65,256,269,18,13
6250,68,88,229,244,20,15
6251,68,90,239,255,22,16
6252,70,95,255,274,25,19
6253,61,78,262,275,17,13
6254,35,44,238,245,9,7
6255,41,52,158,167,11,9
6256,39,48,155,162,9,7
6257,43,54,152,161,11,9
6258,43,57,145,156,14,11
6259,63,78,276,288,15,12
6260,41,49,183,188,8,5
6261,195,236,303,334,41,31
6262,72,94,287,304,22,17
6263,69,90,277,293,21,16
6264,66,84,285,298,18,13
6265,55,68,122,132,13,10
6266,93,121,292,313,28,21
6267,93,115,280,296,22,16
6268,79,102,282,299,23,17
6269,83,103,294,309,20,15
6270,36,45,184,191,9,7
6271,37,45,180,186,8,6
6272,58,79,236,251,21,15
6273,109,138,314,335,29,21
6274,101,129,313,334,28,21
6275,105,129,298,316,24,18
6276,176,225,145,182,49,37
6277,188,239,131,169,51,38
6278,49,64,236,247,15,11
6279,54,71,232,245,17,13
6280,49,62,226,236,13,10
6281,74,94,281,296,20,15
6282,52,62,279,286,10,7
6283,54,68,102,112,14,10
6284,56,68,98,108,12,10
6285,51,67,278,290,16,12
6286,52,64,274,283,12,9
6287,133,172,333,363,39,30
6288,78,109,246,270,31,24
6289,117,159,237,269,42,32
6290,92,120,294,314,28,20
6291,85,107,276,293,22,17
6292,73,92,274,287,19,13
6293,54,71,277,290,17,13
6294,46,61,275,285,15,10
6295,66,83,279,292,17,13
6296,42,58,131,143,16,12
6297,142,188,300,335,46,35
6298,70,93,223,241,23,18
6299,71,92,15,31,21,16
6300,70,94,7,25,24,18
6301,48,61,278,288,13,10
6302,97,125,290,312,28,22
6303,51,66,228,239,15,11
6304,51,68,235,248,17,13
6305,54,71,114,127,17,13
6306,107,137,298,321,30,23
6307,38,54,179,191,16,12
6308,121,166,223,257,45,34
6309,45,55,275,283,10,8
6310,103,140,320,348,37,28
6311,68,87,35,49,19,14
6312,110,134,299,317,24,18
6313,102,127,293,312,25,19
6314,49,63,230,240,14,10
6315,121,159,299,327,38,28
6316,68,88,256,272,20,16
6317,55,70,235,246,15,11
6318,58,77,58,72,19,14
6319,76,94,21,35,18,14
6320,76,96,9,24,20,15
6321,77,94,2,15,17,13
6322,110,134,297,316,24,19
6323,100,124,298,316,24,18
6324,198,239,67,97,41,30
6325,211,237,312,332,26,20
6326,166,211,258,292,45,34
6327,208,239,308,332,31,24
6328,112,137,297,315,25,18
6329,103,120,302,314,17,12
6330,109,150,326,357,41,31
6331,93,129,291,318,36,27
6332,97,119,287,304,22,17
6333,51,64,275,285,13,10
6334,52,66,281,292,14,11
6335,187,236,293,330,49,37
6336,65,81,51,63,16,12
6337,46,59,276,286,13,10
6338,156,202,57,92,46,35
6339,109,159,329,367,50,38
6340,42,50,161,166,8,5
6341,66,85,275,290,19,15
6342,66,84,282,296,18,14
6343,62,79,283,295,17,12
6344,58,80,242,258,22,16
6345,57,78,233,249,21,16
6346,57,77,275,289,20,14
6347,56,72,245,258,16,13
6348,50,63,119,129,13,10
6349,46,55,282,289,9,7
6350,44,55,277,285,11,8
6351,47,61,264,274,14,10
6352,54,68,279,289,14,10
6353,60,77,231,244,17,13
6354,66,85,42,56,19,14
6355,65,84,37,51,19,14
6356,121,161,319,349,40,30
6357,98,129,290,313,31,23
6358,51,73,272,289,22,17
6359,50,68,235,248,18,13
6360,54,73,230,244,19,14
6361,55,68,105,115,13,10
6362,58,76,233,247,18,14
6363,47,55,277,283,8,6
6364,70,90,19,34,20,15
6365,67,90,10,27,23,17
6366,52,67,260,271,15,11
6367,41,52,279,287,11,8
6368,64,84,43,58,20,15
6369,61,76,62,73,15,11
6370,34,42,270,276,8,6
6371,53,68,278,290,15,12
6372,108,133,298,317,25,19
6373,105,120,297,308,15,11
6374,76,98,278,294,22,16
6375,54,65,278,287,11,9
6376,63,83,44,58,20,14
6377,66,83,37,50,17,13
6378,44,54,278,286,10,8
6379,83,116,274,298,33,24
6380,58,73,74,85,15,11
6381,58,68,70,77,10,7
6382,111,132,301,317,21,16
6383,104,128,294,312,24,18
6384,56,74,235,248,18,13
6385,51,61,277,285,10,8
6386,37,44,274,280,7,6
6387,198,234,304,331,36,27
6388,220,239,307,322,19,15
6389,115,149,320,346,34,26
6390,107,146,295,325,39,30
6391,49,65,235,247,16,12
6392,40,51,278,287,11,9
6393,85,112,284,304,27,20
6394,64,81,275,288,17,13
6395,59,75,282,293,16,11
6396,40,48,271,276,8,5
6397,192,238,290,325,46,35
6398,45,59,275,286,14,11
6399,56,70,94,104,14,10
6400,149,207,8,52,58,44
6401,46,65,227,241,19,14
6402,42,56,277,287,14,10
6403,54,75,224,239,21,15
6404,66,89,28,45,23,17
6405,46,71,227,246,25,19
6406,63,80,285,298,17,13
6407,54,71,274,287,17,13
6408,56,79,276,294,23,18
6409,84,104,291,306,20,15
6410,79,100,278,293,21,15
6411,74,93,283,297,19,14
6412,54,69,273,285,15,12
6413,42,52,271,279,10,8
6414,51,66,274,286,15,12
6415,60,78,233,247,18,14
6416,49,62,273,283,13,10
6417,75,95,10,26,20,16
6418,76,95,7,22,19,15
6419,60,75,63,74,15,11
6420,66,90,27,45,24,18
6421,47,68,233,249,21,16
6422,58,78,233,248,20,15
6423,80,110,276,298,30,22
6424,83,107,288,306,24,18
6425,43,52,157,164,9,7
6426,66,88,279,295,22,16
6427,41,54,275,284,13,9
6428,65,93,273,294,28,21
6429,54,70,98,111,16,13
6430,48,65,120,133,17,13
6431,40,51,278,286,11,8
6432,100,111,283,291,11,8
6433,97,122,304,322,25,18
6434,111,131,296,311,20,15
6435,63,82,278,292,19,14
6436,49,71,265,282,22,17
6437,54,69,251,262,15,11
6438,71,99,15,36,28,21
6439,41,53,156,165,12,9
6440,41,53,160,168,12,8
6441,68,93,40,58,25,18
6442,200,235,228,255,35,27
6443,204,238,188,213,34,25
6444,222,239,243,256,17,13
6445,71,98,272,292,27,20
6446,56,73,233,246,17,13
6447,58,80,232,248,22,16
6448,43,60,270,283,17,13
6449,48,62,275,286,14,11
6450,41,54,185,195,13,10
6451,52,67,111,122,15,11
6452,63,81,277,290,18,13
6453,42,54,154,163,12,9
6454,184,233,114,151,49,37
6455,161,214,103,143,53,40
6456,71,90,277,291,19,14
6457,183,229,41,75,46,34
6458,176,216,51,81,40,30
6459,61,80,278,293,19,15
6460,46,59,279,289,13,10
6461,46,59,275,285,13,10
6462,75,99,285,303,24,18
6463,40,50,277,284,10,7
6464,41,51,272,279,10,7
6465,53,66,102,111,13,9
6466,94,129,302,329,35,27
6467,101,128,294,314,27,20
6468,88,112,277,295,24,18
6469,41,54,142,151,13,9
6470,44,56,146,155,12,9
6471,54,73,230,243,19,13
6472,73,101,255,276,28,21
6473,57,71,278,289,14,11
6474,172,217,300,334,45,34
6475,186,232,308,344,46,36
6476,70,91,23,39,21,16
6477,41,54,273,282,13,9
6478,176,224,262,298,48,36
6479,112,139,295,316,27,21
6480,100,119,300,314,19,14
6481,102,122,278,293,20,15
6482,49,65,278,289,16,11
6483,39,49,279,286,10,7
6484,53,67,121,131,14,10
6485,61,70,72,79,9,7
6486,33,41,228,234,8,6
6487,35,42,236,241,7,5
6488,57,78,263,279,21,16
6489,56,77,248,263,21,15
6490,50,58,280,287,8,7
6491,49,58,275,282,9,7
6492,97,130,294,319,33,25
6493,62,78,59,71,16,12
6494,61,78,53,66,17,13
6495,54,70,234,246,16,12
6496,67,86,47,61,19,14
6497,50,71,92,107,21,15
6498,57,76,212,226,19,14
6499,43,55,277,286,12,9
6500,44,55,138,146,11,8
6501,63,82,50,64,19,14
6502,65,80,44,56,15,12
6503,63,80,38,51,17,13
6504,49,63,278,289,14,11
6505,39,49,175,182,10,7
6506,194,237,327,359,43,32
6507,46,59,274,284,13,10
6508,64,90,25,45,26,20
6509,180,237,317,359,57,42
6510,81,101,284,299,20,15
6511,54,75,274,290,21,16
6512,49,63,235,246,14,11
6513,34,42,260,267,8,7
6514,51,66,278,290,15,12
6515,46,54,278,283,8,5
6516,52,66,112,122,14,10
6517,55,74,189,203,19,14
6518,187,236,149,185,49,36
6519,47,59,277,286,12,9
6520,38,49,273,281,11,8
6521,52,67,102,113,15,11
6522,38,50,167,176,12,9
6523,56,75,232,246,19,14
6524,52,67,117,129,15,12
6525,58,77,277,291,19,14
6526,75,96,2,18,21,16
6527,85,107,275,292,22,17
6528,81,109,282,302,28,20
6529,93,107,286,297,14,11
6530,91,107,292,304,16,12
6531,58,78,213,227,20,14
6532,61,83,277,294,22,17
6533,59,73,275,285,14,10
6534,53,63,281,289,10,8
6535,71,91,2,17,20,15
6536,36,51,222,234,15,12
6537,52,63,193,202,11,9
6538,51,65,277,287,14,10
6539,54,65,283,291,11,8
6540,49,62,120,129,13,9
6541,56,71,281,292,15,11
6542,55,71,275,287,16,12
6543,111,135,297,315,24,18
6544,95,122,285,306,27,21
6545,100,123,277,295,23,18
6546,51,66,277,289,15,12
6547,54,66,274,283,12,9
6548,59,78,246,260,19,14
6549,58,77,236,251,19,15
6550,71,95,11,29,24,18
6551,34,46,197,205,12,8
6552,42,52,146,154,10,8
6553,71,93,22,39,22,17
6554,66,87,278,294,21,16
6555,73,91,21,34,18,13
6556,43,54,276,284,11,8
6557,53,79,232,251,26,19
6558,49,64,273,285,15,12
6559,49,66,275,288,17,13
6560,50,66,232,244,16,12
6561,65,82,48,61,17,13
6562,42,55,277,287,13,10
6563,41,53,155,164,12,9
6564,98,124,293,313,26,20
6565,84,110,279,299,26,20
6566,49,64,275,286,15,11
6567,54,72,234,248,18,14
6568,68,91,24,41,23,17
6569,41,53,155,163,12,8
6570,37,45,266,272,8,6
6571,32,41,282,288,9,6
6572,48,63,275,286,15,11
6573,50,66,274,286,16,12
6574,40,49,277,283,9,6
6575,32,41,275,282,9,7
6576,32,39,269,274,7,5
6577,50,69,277,291,19,14
6578,96,128,291,315,32,24
6579,56,77,236,252,21,16
6580,72,88,36,48,16,12
6581,67,87,28,42,20,14
6582,119,159,320,350,40,30
6583,103,134,294,317,31,23
6584,52,70,267,280,18,13
6585,47,65,240,253,18,13
6586,75,101,290,310,26,20
6587,51,64,275,285,13,10
6588,56,70,284,294,14,10
6589,66,85,273,288,19,15
6590,80,102,278,295,22,17
6591,66,82,43,55,16,12
6592,68,82,33,44,14,11
6593,43,53,280,288,10,8
6594,44,52,277,283,8,6
6595,105,133,308,330,28,22
6596,103,130,293,313,27,20
6597,50,66,238,250,16,12
6598,51,67,231,243,16,12
6599,73,93,23,37,20,14
6600,72,91,14,29,19,15
6601,80,100,7,22,20,15
6602,63,79,58,69,16,11
6603,48,63,234,245,15,11
6604,85,110,254,273,25,19
6605,85,107,243,259,22,16
6606,39,48,181,188,9,7
6607,95,126,293,315,31,22
6608,61,82,276,292,21,16
6609,44,54,278,286,10,8
6610,49,64,234,245,15,11
6611,56,73,131,145,17,14
6612,66,85,276,291,19,15
6613,54,68,281,292,14,11
6614,83,103,293,309,20,16
6615,80,100,286,301,20,15
6616,60,78,240,254,18,14
6617,73,93,22,37,20,15
6618,74,95,11,26,21,15
6619,62,78,63,75,16,12
6620,64,80,54,67,16,13
6621,51,68,237,250,17,13
6622,44,56,279,288,12,9
6623,61,80,259,273,19,14
6624,71,88,18,31,17,13
6625,43,54,156,164,11,8
6626,43,55,149,158,12,9
6627,69,90,252,268,21,16
6628,53,68,264,275,15,11
6629,40,48,175,181,8,6
6630,73,95,23,40,22,17
6631,68,89,243,259,21,16
6632,74,99,280,299,25,19
6633,43,52,156,163,9,7
