,topy,boty,topx,botx,height,width
14474,43,62,269,283,19,14
14475,106,132,263,282,26,19
14476,80,101,319,335,21,16
14477,32,49,312,325,17,13
14478,92,116,104,122,24,18
14479,126,151,71,90,25,19
14480,130,162,120,143,32,23
14481,172,203,52,75,31,23
14482,23,61,80,108,38,28
14483,24,41,225,238,17,13
14484,141,185,194,227,44,33
14485,85,106,264,280,21,16
14486,84,108,227,245,24,18
14487,69,88,188,203,19,15
14488,52,83,125,148,31,23
14489,71,103,80,104,32,24
14490,95,132,22,49,37,27
14491,154,188,15,41,34,26
14492,200,232,130,153,32,23
14493,144,156,304,313,12,9
14494,100,119,302,316,19,14
14495,43,62,225,239,19,14
14496,160,189,199,220,29,21
14497,124,144,183,198,20,15
14498,133,157,232,251,24,19
14499,102,135,36,61,33,25
14500,61,88,117,137,27,20
14501,56,87,166,189,31,23
14502,61,76,212,223,15,11
14503,53,71,250,264,18,14
14504,69,84,288,299,15,11
14505,94,119,290,308,25,18
14506,107,134,224,244,27,20
14507,119,150,162,185,31,23
14508,128,161,106,130,33,24
14509,32,66,13,38,34,25
14510,176,216,122,152,40,30
14511,185,226,177,208,41,31
14512,145,186,270,301,41,31
14513,39,70,83,106,31,23
14514,64,90,130,150,26,20
14515,67,90,189,207,23,18
14516,113,147,90,115,34,25
14517,134,176,165,196,42,31
14518,107,143,258,286,36,28
14519,53,77,292,310,24,18
14520,142,184,26,58,42,32
14521,48,93,9,43,45,34
14522,179,219,119,149,40,30
14523,107,137,7,30,30,23
14524,55,85,58,80,30,22
14525,105,146,63,94,41,31
14526,153,195,103,135,42,32
14527,54,84,134,156,30,22
14528,64,95,244,267,31,23
14529,127,150,245,263,23,18
14530,126,154,277,298,28,21
14531,82,120,291,319,38,28
14532,172,204,240,264,32,24
14533,176,207,174,198,31,24
14534,176,200,285,304,24,19
14535,46,73,199,220,27,21
14536,144,208,267,315,64,48
14537,173,227,310,350,54,40
14538,59,108,61,97,49,36
14539,68,98,113,135,30,22
14540,49,71,217,234,22,17
14541,45,80,256,282,35,26
14542,66,97,300,322,31,22
14543,132,164,99,123,32,24
14544,132,169,5,33,37,28
14545,176,205,55,76,29,21
14546,127,156,152,174,29,22
14547,34,64,178,200,30,22
14548,142,181,191,220,39,29
14549,187,217,122,145,30,23
14550,40,74,19,44,34,25
14551,95,134,223,252,39,29
14552,83,122,130,160,39,30
14553,49,90,200,232,41,32
14554,77,110,256,281,33,25
14555,120,174,277,318,54,41
14556,71,110,44,74,39,30
14557,149,186,45,72,37,27
14558,204,232,239,261,28,22
14559,142,176,154,179,34,25
14560,138,173,208,234,35,26
14561,173,209,91,117,36,26
14562,32,66,117,143,34,26
14563,32,57,31,50,25,19
14564,66,103,63,91,37,28
14565,58,85,108,128,27,20
14566,95,124,169,191,29,22
14567,80,98,216,229,18,13
14568,35,58,267,285,23,18
14569,87,120,292,317,33,25
14570,153,190,277,305,37,28
14571,156,188,200,224,32,24
14572,203,227,267,286,24,19
14573,171,196,90,109,25,19
14574,160,199,125,155,39,30
14575,165,198,15,40,33,25
14576,56,89,13,37,33,24
14577,36,66,159,181,30,22
14578,39,66,233,253,27,20
14579,97,132,232,259,35,27
14580,132,180,252,288,48,36
14581,113,143,152,174,30,22
14582,83,106,199,217,23,18
14583,94,132,44,73,38,29
14584,149,183,69,94,34,25
14585,174,208,105,130,34,25
14586,111,134,116,133,23,17
14587,35,66,72,96,31,24
14588,51,80,123,145,29,22
14589,32,48,196,208,16,12
14590,45,66,253,269,21,16
14591,168,200,197,221,32,24
14592,129,153,290,308,24,18
14593,88,106,306,319,18,13
14594,90,106,214,226,16,12
14595,108,122,154,164,14,10
14596,132,154,119,136,22,17
14597,61,91,33,56,30,23
14598,140,184,4,37,44,33
14599,179,207,76,96,28,20
14600,179,218,123,153,39,30
14601,90,118,249,271,28,22
14602,39,64,184,203,25,19
14603,41,75,97,122,34,25
14604,45,61,258,270,16,12
14605,154,203,235,272,49,37
14606,72,96,128,146,24,18
14607,63,98,47,74,35,27
14608,29,54,161,179,25,18
14609,29,51,243,260,22,17
14610,24,46,308,325,22,17
14611,58,76,323,336,18,13
14612,154,190,304,331,36,27
14613,113,134,126,141,21,15
14614,80,100,165,180,20,15
14615,85,110,210,229,25,19
14616,92,118,250,270,26,20
14617,52,73,270,286,21,16
14618,27,51,308,326,24,18
14619,28,52,230,248,24,18
14620,25,46,175,191,21,16
14621,24,47,112,129,23,17
14622,34,61,67,87,27,20
14623,65,99,50,75,34,25
14624,117,144,70,91,27,21
14625,183,208,76,95,25,19
14626,164,195,112,135,31,23
14627,159,190,155,179,31,24
14628,161,200,213,242,39,29
14629,154,188,277,302,34,25
14630,64,94,99,121,30,22
14631,107,140,299,324,33,25
14632,181,208,323,343,27,20
14633,183,227,14,47,44,33
14634,114,143,166,188,29,22
14635,188,214,147,167,26,20
14636,193,211,194,208,18,14
14637,58,81,130,147,23,17
14638,49,76,101,121,27,20
14639,58,83,60,79,25,19
14640,101,120,70,85,19,15
14641,164,206,219,250,42,31
14642,168,195,267,287,27,20
14643,137,158,308,324,21,16
14644,182,222,60,91,40,31
14645,197,217,111,126,20,15
14646,51,74,242,260,23,18
14647,101,135,220,245,34,25
14648,35,56,291,306,21,15
14649,43,66,307,324,23,17
14650,29,52,177,194,23,17
14651,24,51,133,153,27,20
14652,132,176,150,183,44,33
14653,121,160,87,116,39,29
14654,191,215,104,121,24,17
14655,58,83,128,146,25,18
14656,65,89,172,190,24,18
14657,80,110,222,245,30,23
14658,110,143,249,274,33,25
14659,166,198,253,277,32,24
14660,75,101,274,294,26,20
14661,71,107,11,39,36,28
14662,123,163,28,58,40,30
14663,195,222,47,67,27,20
14664,187,224,187,215,37,28
14665,32,54,63,80,22,17
14666,32,54,14,30,22,16
14667,32,55,199,216,23,17
14668,54,79,327,346,25,19
14669,137,172,31,57,35,26
14670,166,186,67,81,20,14
14671,93,123,96,119,30,23
14672,49,74,36,55,25,19
14673,49,72,106,123,23,17
14674,61,93,173,198,32,25
14675,102,137,131,157,35,26
14676,107,143,193,220,36,27
14677,73,97,221,238,24,17
14678,73,104,287,310,31,23
14679,118,139,276,291,21,15
14680,145,161,293,305,16,12
14681,178,205,246,267,27,21
14682,24,54,259,282,30,23
14683,26,46,177,191,20,14
14684,156,196,136,167,40,31
14685,174,213,174,204,39,30
14686,192,211,113,127,19,14
14687,194,224,47,70,30,23
14688,144,172,83,104,28,21
14689,146,169,157,175,23,18
14690,169,195,200,219,26,19
14691,170,205,238,265,35,27
14692,169,192,299,316,23,17
14693,29,49,132,148,20,16
14694,35,61,57,77,26,20
14695,72,98,81,101,26,20
14696,41,69,225,246,28,21
14697,56,78,302,319,22,17
14698,79,110,173,196,31,23
14699,86,111,237,256,25,19
14700,122,142,249,264,20,15
14701,129,151,183,199,22,16
14702,85,110,78,96,25,18
14703,116,141,67,85,25,18
14704,149,178,80,102,29,22
14705,161,194,115,140,33,25
14706,200,225,71,90,25,19
14707,57,85,131,152,28,21
14708,22,49,92,112,27,20
14709,40,61,15,31,21,16
14710,71,94,25,42,23,17
14711,109,127,28,42,18,14
14712,116,142,139,158,26,19
14713,165,195,203,225,30,22
14714,117,147,302,324,30,22
14715,68,94,296,316,26,20
14716,89,112,328,345,23,17
14717,28,48,324,339,20,15
14718,14,44,218,240,30,22
14719,41,66,253,272,25,19
14720,150,191,254,285,41,31
14721,192,232,300,330,40,30
14722,80,116,135,162,36,27
14723,82,131,203,239,49,36
14724,154,186,183,207,32,24
14725,99,143,265,298,44,33
14726,47,77,276,299,30,23
14727,1,34,102,127,33,25
14728,39,102,56,104,63,48
14729,120,149,67,88,29,21
14730,164,194,34,57,30,23
14731,183,208,93,112,25,19
14732,90,109,109,123,19,14
14733,100,133,48,73,33,25
14734,144,187,52,85,43,33
14735,97,127,143,166,30,23
14736,66,87,168,183,21,15
14737,62,90,209,230,28,21
14738,71,96,252,271,25,19
14739,117,168,227,265,51,38
14740,171,195,267,285,24,18
14741,44,68,39,58,24,19
14742,51,82,84,107,31,23
14743,110,142,56,80,32,24
14744,136,154,250,263,18,13
14745,124,161,323,350,37,27
14746,57,75,307,321,18,14
14747,58,101,103,135,43,32
14748,132,171,97,127,39,30
14749,151,193,138,169,42,31
14750,42,81,189,218,39,29
14751,57,90,243,267,33,24
14752,50,78,35,56,28,21
14753,154,196,18,49,42,31
14754,185,218,69,94,33,25
14755,179,217,199,227,38,28
14756,166,219,255,295,53,40
14757,75,97,179,196,22,17
14758,63,100,209,237,37,28
14759,21,51,117,139,30,22
14760,32,57,165,184,25,19
14761,66,95,273,295,29,22
14762,109,139,268,290,30,22
14763,144,176,209,232,32,23
14764,141,168,125,146,27,21
14765,119,148,82,104,29,22
14766,149,176,42,63,27,21
14767,178,206,106,127,28,21
14768,186,212,163,183,26,20
14769,190,216,274,294,26,20
14770,42,78,60,88,36,28
14771,38,81,13,46,43,33
14772,102,134,203,227,32,24
14773,107,134,240,260,27,20
14774,139,163,177,195,24,18
14775,140,177,113,140,37,27
14776,128,158,32,55,30,23
14777,176,199,62,79,23,17
14778,73,109,63,90,36,27
14779,51,83,113,136,32,23
14780,45,72,168,188,27,20
14781,48,66,241,254,18,13
14782,58,98,300,330,40,30
14783,114,135,305,321,21,16
14784,144,175,279,302,31,23
14785,168,203,236,262,35,26
14786,195,218,177,195,23,18
14787,111,148,201,229,37,28
14788,134,158,239,257,24,18
14789,109,137,65,86,28,21
14790,73,102,95,117,29,22
14791,47,71,156,174,24,18
14792,42,62,211,226,20,15
14793,57,92,243,269,35,26
14794,117,153,276,303,36,27
14795,178,205,260,280,27,20
14796,171,200,126,147,29,21
14797,166,192,29,48,26,19
14798,27,55,301,322,28,21
14799,29,62,16,41,33,25
14800,86,116,24,46,30,22
14801,135,170,23,49,35,26
14802,104,116,74,84,12,10
14803,83,104,49,65,21,16
14804,112,131,141,155,19,14
14805,93,110,171,183,17,12
14806,110,124,241,252,14,11
14807,113,138,209,228,25,19
14808,87,108,282,298,21,16
14809,83,100,318,331,17,13
14810,56,70,238,249,14,11
14811,42,64,144,160,22,16
14812,34,62,93,114,28,21
14813,100,124,92,110,24,18
14814,138,167,90,112,29,22
14815,186,221,133,159,35,26
14816,178,203,229,248,25,19
14817,203,227,64,81,24,17
14818,83,108,171,190,25,19
14819,102,117,123,134,15,11
14820,83,120,79,107,37,28
14821,129,170,54,84,41,30
14822,152,188,122,149,36,27
14823,136,171,8,34,35,26
14824,37,66,129,150,29,21
14825,24,62,205,234,38,29
14826,92,121,235,257,29,22
14827,141,173,253,278,32,25
14828,170,209,223,253,39,30
14829,181,215,288,313,34,25
14830,21,48,314,334,27,20
14831,43,76,257,282,33,25
14832,31,58,68,89,27,21
14833,59,81,34,50,22,16
14834,99,132,33,58,33,25
14835,58,83,125,145,25,20
14836,88,107,161,176,19,15
14837,125,159,136,161,34,25
14838,144,179,199,225,35,26
14839,89,119,251,273,30,22
14840,117,163,281,315,46,34
14841,179,208,271,293,29,22
14842,183,214,128,151,31,23
14843,194,220,100,120,26,20
14844,203,221,74,88,18,14
14845,66,97,88,111,31,23
14846,89,115,60,80,26,20
14847,87,116,28,50,29,22
14848,36,57,194,210,21,16
14849,44,76,237,261,32,24
14850,102,127,223,243,25,20
14851,123,154,255,278,31,23
14852,151,199,197,233,48,36
14853,136,179,151,184,43,33
14854,144,168,109,126,24,17
14855,159,186,76,96,27,20
14856,165,195,39,62,30,23
14857,154,195,302,333,41,31
14858,29,46,126,140,17,14
14859,34,57,99,116,23,17
14860,32,64,43,67,32,24
14861,86,115,286,307,29,21
14862,41,73,321,345,32,24
14863,47,76,48,69,29,21
14864,56,86,96,119,30,23
14865,64,97,158,183,33,25
14866,78,110,235,259,32,24
14867,83,112,288,310,29,22
14868,48,68,303,318,20,15
14869,32,52,200,215,20,15
14870,24,44,90,106,20,16
14871,181,208,241,262,27,21
14872,188,214,149,169,26,20
14873,191,215,87,104,24,17
14874,176,210,29,55,34,26
14875,76,103,22,42,27,20
14876,124,158,221,246,34,25
14877,164,192,288,310,28,22
14878,95,134,76,106,39,30
14879,48,73,132,151,25,19
14880,44,68,92,110,24,18
14881,52,73,61,77,21,16
14882,132,161,132,155,29,23
14883,124,167,172,204,43,32
14884,158,180,230,246,22,16
14885,171,204,273,297,33,24
14886,167,188,48,64,21,16
14887,192,215,143,160,23,17
14888,83,122,6,36,39,30
14889,73,97,208,226,24,18
14890,80,105,250,268,25,18
14891,113,139,272,292,26,20
14892,130,151,302,318,21,16
14893,153,195,223,254,42,31
14894,107,151,175,208,44,33
14895,54,86,136,161,32,25
14896,41,71,79,102,30,23
14897,55,86,36,59,31,23
14898,105,137,23,47,32,24
14899,151,180,57,79,29,22
14900,164,200,21,49,36,28
14901,177,212,126,153,35,27
14902,184,220,172,199,36,27
14903,184,214,280,302,30,22
14904,41,68,275,295,27,20
14905,27,49,226,243,22,17
14906,23,53,157,179,30,22
14907,48,81,120,145,33,25
14908,59,92,158,183,33,25
14909,85,104,210,224,19,14
14910,93,117,241,259,24,18
14911,104,126,282,299,22,17
14912,135,162,261,281,27,20
14913,138,166,218,239,28,21
14914,106,138,151,175,32,24
14915,112,143,91,115,31,24
14916,137,164,54,74,27,20
14917,90,117,54,74,27,20
14918,162,196,99,124,34,25
14919,179,213,170,195,34,25
14920,196,216,256,271,20,15
14921,187,214,306,326,27,20
14922,51,79,305,326,28,21
14923,30,55,250,269,25,19
14924,28,58,195,218,30,23
14925,107,150,11,42,43,31
14926,100,139,47,77,39,30
14927,94,124,81,103,30,22
14928,47,73,94,114,26,20
14929,84,112,130,150,28,20
14930,133,166,115,139,33,24
14931,157,180,154,171,23,17
14932,146,192,182,217,46,35
14933,166,192,304,324,26,20
14934,166,199,237,262,33,25
14935,171,207,60,87,36,27
14936,39,64,29,47,25,18
14937,22,56,188,213,34,25
14938,43,78,257,283,35,26
14939,53,96,291,323,43,32
14940,102,132,180,203,30,23
14941,89,107,247,260,18,13
14942,120,156,260,287,36,27
14943,154,177,227,244,23,17
14944,153,186,140,165,33,25
14945,93,122,80,102,29,22
14946,129,164,65,91,35,26
14947,190,211,102,118,21,16
14948,199,220,196,212,21,16
14949,176,210,4,29,34,25
14950,105,143,2,31,38,29
14951,31,66,48,74,35,26
14952,29,62,110,135,33,25
14953,45,77,151,175,32,24
14954,40,68,210,231,28,21
14955,27,58,275,299,31,24
14956,60,89,314,336,29,22
14957,63,93,155,177,30,22
14958,58,84,204,223,26,19
14959,78,114,121,148,36,27
14960,84,115,55,79,31,24
14961,140,184,99,132,44,33
14962,141,183,145,176,42,31
14963,117,152,179,206,35,27
14964,151,183,215,239,32,24
14965,149,175,266,285,26,19
14966,95,119,264,282,24,18
14967,35,64,232,254,29,22
14968,24,69,275,309,45,34
14969,24,52,28,49,28,21
14970,39,63,87,105,24,18
14971,134,173,4,32,39,28
14972,160,196,44,71,36,27
14973,193,231,235,264,38,29
14974,185,206,285,301,21,16
14975,201,229,157,177,28,20
14976,107,139,51,75,32,24
14977,98,120,110,126,22,16
14978,57,81,152,170,24,18
14979,67,101,187,212,34,25
14980,70,94,218,236,24,18
14981,82,113,13,36,31,23
14982,54,78,57,75,24,18
14983,40,62,101,118,22,17
14984,134,166,143,167,32,24
14985,134,171,187,214,37,27
14986,127,152,239,258,25,19
14987,89,102,273,283,13,10
14988,178,212,35,60,34,25
14989,176,204,93,114,28,21
14990,159,194,275,302,35,27
14991,142,168,317,337,26,20
14992,62,96,325,351,34,26
14993,35,61,301,320,26,19
14994,22,49,239,259,27,20
14995,18,46,176,197,28,21
14996,196,230,131,156,34,25
14997,190,225,217,243,35,26
14998,73,92,205,219,19,14
14999,90,112,262,279,22,17
15000,136,164,236,257,28,21
15001,188,215,166,187,27,21
15002,85,119,28,53,34,25
15003,95,127,61,85,32,24
15004,29,54,47,65,25,18
15005,27,61,106,132,34,26
15006,32,52,155,170,20,15
15007,41,68,213,233,27,20
15008,56,83,292,313,27,21
15009,114,138,323,341,24,18
15010,175,214,274,303,39,29
15011,181,208,93,113,27,20
15012,190,218,54,75,28,21
15013,167,198,166,189,31,23
15014,127,142,180,192,15,12
15015,105,132,111,131,27,20
15016,127,142,89,100,15,11
15017,58,77,164,177,19,13
15018,90,110,199,214,20,15
15019,87,113,242,261,26,19
15020,119,157,270,299,38,29
15021,91,116,296,315,25,19
15022,36,58,300,316,22,16
15023,24,54,241,263,30,22
15024,20,41,80,96,21,16
15025,34,63,28,50,29,22
15026,71,88,61,74,17,13
15027,171,205,72,97,34,25
15028,197,223,141,161,26,20
15029,193,221,251,272,28,21
15030,191,217,300,319,26,19
15031,48,68,98,113,20,15
15032,49,82,135,159,33,24
15033,100,139,176,205,39,29
15034,66,82,201,213,16,12
15035,39,60,215,230,21,15
15036,110,142,129,152,32,23
15037,135,181,78,112,46,34
15038,165,192,196,216,27,20
15039,142,171,248,269,29,21
15040,193,209,278,290,16,12
15041,63,104,234,265,41,31
15042,35,67,29,53,32,24
15043,155,193,22,51,38,29
15044,193,220,70,91,27,21
15045,183,215,151,175,32,24
15046,63,89,86,105,26,19
15047,55,84,132,154,29,22
15048,115,151,80,107,36,27
15049,57,82,31,50,25,19
15050,143,178,119,146,35,27
15051,155,198,168,201,43,33
15052,78,95,221,233,17,12
15053,66,93,261,280,27,19
15054,84,106,299,316,22,17
15055,122,149,309,330,27,21
15056,159,190,31,54,31,23
15057,46,68,175,192,22,17
15058,32,63,286,309,31,23
15059,58,78,319,334,20,15
15060,32,50,98,111,18,13
15061,122,164,212,244,42,32
15062,80,111,241,264,31,23
15063,63,96,299,323,33,24
15064,60,85,192,211,25,19
15065,61,88,157,177,27,20
15066,61,80,109,123,19,14
15067,131,157,134,154,26,20
15068,171,190,147,161,19,14
15069,114,137,162,180,23,18
15070,110,140,187,209,30,22
15071,127,151,38,57,24,19
15072,164,184,57,73,20,16
15073,186,215,107,129,29,22
15074,191,214,190,207,23,17
15075,183,205,256,273,22,17
15076,124,166,258,290,42,32
15077,147,182,293,319,35,26
15078,50,73,25,42,23,17
15079,48,85,59,87,37,28
15080,31,66,236,263,35,27
15081,32,52,293,308,20,15
15082,122,145,281,298,23,17
15083,86,107,292,307,21,15
15084,96,121,90,108,25,18
15085,65,98,51,76,33,25
15086,115,147,39,64,32,25
15087,50,83,139,164,33,25
15088,49,78,189,210,29,21
15089,49,77,253,274,28,21
15090,32,58,296,315,26,19
15091,155,183,97,118,28,21
15092,168,205,146,174,37,28
15093,186,214,207,229,28,22
15094,177,215,259,288,38,29
15095,187,210,307,324,23,17
15096,29,56,87,108,27,21
15097,159,206,8,44,47,36
15098,131,149,252,265,18,13
15099,66,98,108,132,32,24
15100,52,78,62,81,26,19
15101,62,90,16,37,28,21
15102,134,164,97,119,30,22
15103,153,181,156,178,28,22
15104,42,64,184,200,22,16
15105,51,76,227,245,25,18
15106,57,83,278,297,26,19
15107,189,227,302,330,38,28
15108,181,212,222,246,31,24
15109,75,98,67,84,23,17
15110,53,85,120,144,32,24
15111,52,76,167,185,24,18
15112,39,67,83,105,28,22
15113,102,139,17,44,37,27
15114,186,215,42,64,29,22
15115,180,203,99,117,23,18
15116,147,176,148,169,29,21
15117,133,176,182,214,43,32
15118,111,146,280,307,35,27
15119,55,77,310,326,22,16
15120,178,212,242,267,34,25
15121,180,215,294,320,35,26
15122,32,67,17,44,35,27
15123,14,49,96,122,35,26
15124,55,83,133,154,28,21
15125,69,92,180,197,23,17
15126,84,116,214,238,32,24
15127,109,131,115,132,22,17
15128,126,147,165,181,21,16
15129,110,152,38,70,42,32
15130,167,196,81,103,29,22
15131,173,200,177,197,27,20
15132,97,149,255,294,52,39
15133,48,77,275,297,29,22
15134,129,178,300,337,49,37
15135,180,208,259,280,28,21
15136,29,73,11,44,44,33
15137,63,89,67,86,26,19
15138,166,204,16,44,38,28
15139,49,72,160,177,23,17
15140,100,132,139,163,32,24
15141,112,133,86,102,21,16
15142,84,110,30,50,26,20
15143,126,156,30,53,30,23
15144,155,183,75,97,28,22
15145,161,186,148,166,25,18
15146,130,165,207,233,35,26
15147,133,159,263,283,26,20
15148,142,170,298,319,28,21
15149,183,210,260,280,27,20
15150,39,70,193,216,31,23
15151,34,59,246,265,25,19
15152,39,63,301,319,24,18
15153,186,212,101,121,26,20
15154,197,228,180,204,31,24
15155,28,55,55,75,27,20
15156,42,59,133,146,17,13
15157,174,202,15,36,28,21
15158,51,76,160,179,25,19
15159,71,98,221,241,27,20
15160,76,112,279,306,36,27
15161,118,151,229,253,33,24
15162,132,164,175,200,32,25
15163,94,117,100,118,23,18
15164,65,101,36,63,36,27
15165,120,142,47,63,22,16
15166,172,212,62,93,40,31
15167,182,210,131,152,28,21
15168,190,212,205,221,22,16
15169,135,161,125,145,26,20
15170,34,63,114,136,29,22
15171,102,129,28,48,27,20
15172,134,154,19,33,20,14
15173,47,74,81,101,27,20
15174,83,104,77,92,21,15
15175,50,73,111,129,23,18
15176,33,44,167,175,11,8
15177,39,58,203,217,19,14
15178,39,54,242,253,15,11
15179,73,95,214,230,22,16
15180,122,162,247,277,40,30
15181,47,73,300,319,26,19
15182,31,45,331,341,14,10
15183,34,53,32,46,19,14
15184,57,82,14,32,25,18
15185,115,140,69,88,25,19
15186,158,200,62,94,42,32
15187,155,185,138,160,30,22
15188,149,176,182,203,27,21
15189,110,134,215,233,24,18
15190,169,203,257,282,34,25
15191,142,174,282,306,32,24
15192,151,192,319,349,41,30
15193,101,123,97,113,22,16
15194,171,215,104,137,44,33
15195,96,126,130,152,30,22
15196,188,213,204,222,25,18
15197,29,58,128,150,29,22
15198,112,142,42,65,30,23
15199,71,101,16,39,30,23
15200,38,62,58,76,24,18
15201,28,55,104,124,27,20
15202,30,49,135,148,19,13
15203,41,64,154,171,23,17
15204,44,68,186,204,24,18
15205,38,50,230,239,12,9
15206,34,54,258,273,20,15
15207,40,66,291,310,26,19
15208,52,71,313,326,19,13
15209,125,145,204,219,20,15
15210,135,161,166,185,26,19
15211,203,230,76,96,27,20
15212,177,195,103,116,18,13
15213,128,169,66,97,41,31
15214,133,156,109,127,23,18
15215,91,122,103,126,31,23
15216,161,190,150,172,29,22
15217,176,202,195,215,26,20
15218,167,198,240,263,31,23
15219,127,154,268,288,27,20
15220,91,120,92,114,29,22
15221,68,101,180,204,33,24
15222,61,99,141,170,38,29
15223,58,78,91,106,20,15
15224,63,98,35,62,35,27
15225,128,158,32,54,30,22
15226,168,209,45,76,41,31
15227,165,204,146,175,39,29
15228,144,187,229,261,43,32
15229,159,186,295,315,27,20
15230,52,73,151,166,21,15
15231,47,73,198,218,26,20
15232,98,129,161,185,31,24
15233,118,142,223,241,24,18
15234,138,164,113,133,26,20
15235,167,198,47,71,31,24
15236,183,208,154,173,25,19
15237,166,191,203,222,25,19
15238,168,201,271,296,33,25
15239,43,85,250,282,42,32
15240,39,66,55,75,27,20
15241,38,71,102,127,33,25
15242,67,88,88,104,21,16
15243,76,112,113,140,36,27
15244,129,156,136,157,27,21
15245,88,107,170,185,19,15
15246,34,61,208,229,27,21
15247,74,106,223,247,32,24
15248,111,132,251,267,21,16
15249,122,144,288,304,22,16
15250,152,184,309,333,32,24
15251,174,201,110,130,27,20
15252,183,212,64,87,29,23
15253,114,137,40,58,23,18
15254,51,76,26,44,25,18
15255,38,63,137,156,25,19
15256,50,66,182,194,16,12
15257,142,178,186,213,36,27
15258,135,176,217,247,41,30
15259,178,203,262,282,25,20
15260,206,230,210,228,24,18
15261,198,225,65,85,27,20
15262,156,178,32,49,22,17
15263,129,148,79,93,19,14
15264,110,137,115,135,27,20
15265,132,166,161,187,34,26
15266,116,139,206,223,23,17
15267,134,153,261,276,19,15
15268,67,101,278,303,34,25
15269,112,143,293,316,31,23
15270,57,77,224,239,20,15
15271,54,75,175,191,21,16
15272,54,77,114,131,23,17
15273,50,79,40,62,29,22
15274,148,176,101,122,28,21
15275,187,205,262,275,18,13
15276,182,212,186,209,30,23
15277,119,140,78,94,21,16
15278,120,166,119,154,46,35
15279,142,169,207,228,27,21
15280,127,159,231,255,32,24
15281,111,141,282,304,30,22
15282,64,81,87,100,17,13
15283,30,68,107,135,38,28
15284,67,88,150,165,21,15
15285,71,83,199,208,12,9
15286,99,119,185,200,20,15
15287,56,76,240,255,20,15
15288,150,178,179,200,28,21
15289,183,215,23,47,32,24
15290,195,214,75,90,19,15
15291,195,215,133,147,20,14
15292,202,226,279,297,24,18
15293,164,182,290,304,18,14
15294,179,214,302,328,35,26
15295,185,208,204,222,23,18
15296,33,61,206,227,28,21
15297,81,103,43,60,22,17
15298,47,66,95,109,19,14
15299,56,74,141,155,18,14
15300,72,94,168,184,22,16
15301,67,97,193,215,30,22
15302,117,143,182,201,26,19
15303,124,156,137,161,32,24
15304,144,166,106,122,22,16
15305,166,205,198,227,39,29
15306,149,188,276,305,39,29
15307,78,111,250,274,33,24
15308,44,61,267,280,17,13
15309,27,47,47,63,20,16
15310,39,55,200,212,16,12
15311,115,155,218,248,40,30
15312,40,65,328,347,25,19
15313,19,44,306,325,25,19
15314,56,75,294,308,19,14
15315,11,36,246,265,25,19
15316,10,26,194,206,16,12
15317,10,30,158,173,20,15
15318,167,198,38,61,31,23
15319,192,226,69,95,34,26
15320,80,107,195,215,27,20
15321,97,136,142,171,39,29
15322,48,72,98,116,24,18
15323,51,71,151,166,20,15
15324,39,54,211,222,15,11
15325,42,63,256,271,21,15
15326,129,164,50,75,35,25
15327,164,191,77,98,27,21
15328,155,191,112,139,36,27
15329,152,181,188,210,29,22
15330,130,172,214,245,42,31
15331,205,228,87,104,23,17
15332,72,100,26,47,28,21
15333,51,87,51,78,36,27
15334,115,166,255,294,51,39
15335,102,117,87,98,15,11
15336,77,100,127,144,23,17
15337,67,88,183,199,21,16
15338,76,95,241,256,19,15
15339,90,120,294,316,30,22
15340,43,68,295,313,25,18
15341,35,56,225,241,21,16
15342,37,63,101,120,26,19
15343,51,82,59,83,31,24
15344,153,190,86,113,37,27
15345,186,212,47,67,26,20
15346,141,178,217,245,37,28
15347,181,208,255,275,27,20
15348,198,220,174,191,22,17
15349,191,219,118,138,28,20
15350,90,117,175,196,27,21
15351,204,230,241,261,26,20
15352,131,168,180,208,37,28
15353,107,146,279,308,39,29
15354,50,79,255,277,29,22
15355,63,103,57,87,40,30
15356,131,164,58,82,33,24
15357,119,168,121,159,49,38
15358,47,78,134,157,31,23
15359,97,139,4,35,42,31
15360,171,213,22,54,42,32
15361,189,218,74,96,29,22
15362,189,223,141,166,34,25
15363,54,90,161,188,36,27
15364,77,122,206,239,45,33
15365,127,149,259,275,22,16
15366,138,172,158,184,34,26
15367,98,132,77,103,34,26
15368,177,211,130,156,34,26
15369,188,217,260,282,29,22
15370,172,214,203,234,42,31
15371,24,61,14,42,37,28
15372,19,57,62,91,38,29
15373,16,46,124,146,30,22
15374,28,61,250,275,33,25
15375,51,98,286,322,47,36
15376,135,177,300,332,42,32
15377,171,211,64,94,40,30
15378,198,221,18,35,23,17
15379,71,87,65,77,16,12
15380,98,120,105,122,22,17
15381,137,165,107,129,28,22
15382,144,171,71,91,27,20
15383,37,56,134,148,19,14
15384,93,116,148,165,23,17
15385,144,178,194,220,34,26
15386,154,186,238,261,32,23
15387,195,224,233,255,29,22
15388,106,146,265,296,40,31
15389,174,202,114,135,28,21
15390,178,217,40,69,39,29
15391,30,55,68,86,25,18
15392,31,68,210,239,37,29
15393,51,78,275,295,27,20
15394,51,89,317,345,38,28
15395,145,190,304,338,45,34
15396,65,100,133,160,35,27
15397,67,93,193,213,26,20
15398,79,115,234,260,36,26
15399,99,139,270,300,40,30
15400,87,132,54,88,45,34
15401,138,191,24,64,53,40
15402,140,185,125,158,45,33
15403,164,210,172,206,46,34
15404,26,59,236,261,33,25
15405,29,56,170,190,27,20
